Date,SAP actual day
2025-11-22,2.684
2025-11-23,2.623
2025-11-24,2.661
2025-11-25,2.667
2025-11-26,2.624
2025-11-27,2.572
2025-11-28,2.564
2025-11-29,2.501
2025-11-30,2.510
2025-12-01,2.478
2025-12-02,2.469
2025-12-03,2.478
2025-12-04,2.347
2025-12-05,2.356
2025-12-06,2.334
2025-12-07,2.319
2025-12-08,2.306
2025-12-09,2.364
2025-12-10,2.346
2025-12-11,2.324
2025-12-12,2.425
2025-12-13,2.426
2025-12-14,2.411
2025-12-15,2.442
2025-12-16,2.378
2025-12-17,2.428
2025-12-18,2.437
2025-12-19,2.516
2025-12-20,2.542
2025-12-21,2.515
2025-12-22,2.441
2025-12-23,2.415
2025-12-24,2.482
2025-12-25,2.486
2025-12-26,2.531
2025-12-27,2.542
2025-12-28,2.568
2025-12-29,2.588
2025-12-30,2.596
2025-12-31,2.621
2026-01-01,2.589
2026-01-02,2.599
2026-01-03,2.626
2026-01-04,2.745
2026-01-05,2.777
2026-01-06,2.607
2026-01-07,2.618
2026-01-08,2.519
2026-01-09,2.481
2026-01-10,2.532
2026-01-11,2.505
2026-01-12,2.644
2026-01-13,2.852
2026-01-14,2.948
2026-01-15,3.055
2026-01-16,3.361
2026-01-17,3.396
2026-01-18,3.382
2026-01-19,3.280
2026-01-20,3.204
2026-01-21,3.345
2026-01-22,3.456
2026-01-23,3.455
2026-01-24,3.422
2026-01-25,3.494
2026-01-26,3.561
2026-01-27,3.535
2026-01-28,3.435
2026-01-29,3.519
2026-01-30,3.533
2026-01-31,3.496
2026-02-01,3.396
2026-02-02,3.103
2026-02-03,2.842
2026-02-04,2.832
2026-02-05,2.921
2026-02-06,3.034
2026-02-07,2.877
2026-02-08,2.893
2026-02-09,2.846
2026-02-10,2.690
2026-02-11,2.679
2026-02-12,2.712
2026-02-13,2.661
2026-02-14,2.676
2026-02-15,2.638
2026-02-16,2.554
2026-02-17,2.535
2026-02-18,2.586
2026-02-19,2.767
2026-02-20,2.666
2026-02-21,2.565
2026-02-22,2.487
2026-02-23,2.582
2026-02-24,2.485
2026-02-25,2.499
2026-02-26,2.513
2026-02-27,2.614
2026-02-28,2.885
2026-03-01,3.103
2026-03-02,3.468
2026-03-03,4.531
2026-03-04,4.493
2026-03-05,4.341
2026-03-06,4.535
2026-03-07,4.768
2026-03-08,5.204
2026-03-09,5.126
2026-03-10,4.052
2026-03-11,4.121
2026-03-12,4.315
2026-03-13,4.332
2026-03-14,4.503
2026-03-15,4.360
