Ref ID,Development Status (short),Installed Capacity (MWelec),Operational,lon,lat,area (sqm)
6416,Awaiting Construction,20.0,,-3.2,57.682,470000
6456,Under Construction,40.0,,-0.466,53.184,749264
6458,Operational,1.4,2017-03-31,-1.915,52.101,20000
6466,Operational,1.3,2019-08-22,-2.826,53.751,26000
6477,Awaiting Construction,30.0,,-3.246,51.75,561877
6484,Operational,7.0,2021-05-05,-1.351,52.355,130888
6485,Operational,5.0,2016-01-20,-0.525,54.179,93411
6486,Operational,1.5,2016-04-01,-3.118,51.5,27826
6493,Operational,5.7,2017-03-30,-2.721,51.611,157500
6502,Operational,373.0,2025-07-01,0.914,51.339,6989235
6506,Operational,18.0,2017-04-06,-6.515,54.959,337013
6513,Operational,2.5,2019-04-16,-2.825,53.569,87000
6515,Awaiting Construction,40.0,,-1.244,52.604,801700
6520,Operational,3.8,2017-03-27,-3.671,51.512,98000
6523,Operational,3.2,2019-08-22,-2.832,53.75,63000
6530,Under Construction,25.0,,-0.366,52.976,503000
6532,Operational,7.2,2019-07-24,-2.866,53.17,135000
6550,Awaiting Construction,8.75,,-2.227,52.315,119000
6557,Awaiting Construction,150.0,,-0.619,53.577,2810515
6560,Under Construction,1.0,,-2.604,53.36,18456
6561,Awaiting Construction,49.9,,-1.556,54.068,850000
6588,Awaiting Construction,20.0,,-2.771,55.055,374491
6591,Operational,7.3,2020-01-01,-3.976,50.333,109000
6603,Operational,1.0,2018-09-01,-0.612,52.067,18456
6624,Revised,10.0,,-1.17,52.753,223300
6644,Awaiting Construction,23.5,,-1.345,52.583,320000
6660,Operational,8.9,2020-05-01,-3.126,51.494,168900
6669,Under Construction,,,-1.496,54.852,33000
6683,Operational,1.2,2016-06-07,0.42,52.74,22204
6700,Operational,44.0,2022-02-01,0.365,51.963,824218
6701,Under Construction,20.0,,-0.413,52.968,675900
6716,Operational,4.2,2022-03-31,-4.637,50.646,81600
6720,Under Construction,20.0,,-1.166,52.411,255100
6723,Operational,4.0,2019-01-01,0.353,51.468,74672
6726,Operational,1.9,2019-01-01,-3.391,56.064,35321
6736,Under Construction,36.6,,-1.913,57.589,507500
6742,Operational,0.2,2020-04-01,-2.381,51.635,3465
6745,Operational,0.3,2020-07-23,-3.239,56.182,4500
6748,Under Construction,0.5,,-1.421,52.253,9087
6750,Revised,3.0,,-2.828,53.337,55934
6752,Operational,0.8,2020-04-01,-2.297,51.753,14709
6759,Operational,0.5,2019-11-01,-2.763,54.357,9087
6761,Operational,0.5,2019-07-01,-2.369,51.866,9087
6762,Operational,1.0,2021-07-01,0.538,52.669,20347
6765,Revised,0.4,,1.193,51.091,7213
6766,Operational,4.9,2020-01-29,-1.363,52.691,106400
6768,Operational,0.5,2020-07-01,-5.019,51.76,9087
6795,Awaiting Construction,29.9,,-4.111,51.722,962700
6797,Awaiting Construction,14.5,,-2.268,51.234,233000
6816,Operational,0.38,2019-09-13,-2.111,51.999,6838
6829,Awaiting Construction,39.5,,-6.234,54.694,798000
6834,Operational,10.0,2023-01-01,-3.911,51.632,191300
7188,Awaiting Construction,500.0,,0.483,52.325,9369043
7191,Revised,62.5,,-3.045,51.531,1550000
7194,Appeal Lodged,75.0,,-2.848,51.552,1405117
7210,Operational,4.9,2020-07-31,-1.485,54.918,91537
7220,Awaiting Construction,0.6,,0.261,51.489,10961
7222,Under Construction,3.0,,-3.196,55.869,57700
7223,Awaiting Construction,49.9,,-1.066,53.128,800000
7225,Operational,0.2,2020-04-01,-1.432,53.54,3465
7229,Operational,0.2,2020-05-01,-0.67,50.797,3465
7232,Under Construction,19.9,,-4.628,55.596,372617
7233,Awaiting Construction,0.3,,0.865,51.123,5339
7235,Operational,0.2,2019-11-15,0.304,50.786,3465
7238,Operational,0.4,2020-01-24,0.76,51.443,7213
7240,Awaiting Construction,3.0,,-3.021,51.633,53700
7244,Operational,0.2,2019-10-16,-0.812,52.019,3465
7247,Operational,0.4,2019-10-04,0.502,51.563,7213
7248,Operational,1.5,2020-01-01,-2.659,53.407,27826
7249,Operational,0.3,2020-01-01,-0.453,51.769,5339
7251,Operational,0.5,2020-03-27,-2.489,53.523,9087
7252,Under Construction,1.2,,-1.801,51.51,22204
7253,Awaiting Construction,0.2,,-3.187,51.532,3465
7256,Operational,49.9,2021-04-01,-0.824,53.051,934776
7257,Awaiting Construction,0.5,,-3.011,51.633,9087
7258,Operational,18.3,2022-12-01,-1.255,52.44,341400
7259,Operational,0.3,2020-03-01,-3.518,55.914,5339
7262,Awaiting Construction,0.6,,-3.908,51.666,10961
7267,Operational,0.2,2020-03-31,-3.409,56.019,6000
7269,Operational,0.4,2020-02-04,-0.04,52.135,7213
7274,Under Construction,0.5,,-4.252,57.694,9087
7275,Awaiting Construction,1.0,,0.162,52.191,18456
7279,Operational,0.3,2019-09-06,-3.031,53.593,3800
7281,Operational,0.3,2019-12-01,-5.078,56.837,5339
7287,Operational,0.4,2021-07-01,-3.385,56.383,7213
7288,Operational,0.2,2020-10-01,-1.533,53.788,3465
7290,Under Construction,2.0,,-0.246,51.774,37195
7292,Operational,0.7,2020-07-01,-2.174,53.462,12835
7298,Operational,0.2,2019-07-31,0.097,52.661,3465
7310,Operational,0.2,2019-11-01,-4.167,57.693,4170
7311,Awaiting Construction,25.0,,-0.909,51.933,630000
7320,Operational,0.2,2019-03-31,-1.132,52.654,3465
7321,Operational,0.3,2019-12-20,-2.637,50.942,5339
7330,Under Construction,0.9,,-0.065,52.322,16582
7347,Operational,1.8,2020-11-01,-3.462,56.384,33447
7349,Awaiting Construction,38.0,,-0.648,52.422,688300
7358,Application Submitted,0.3,,0.66,51.806,5900
7363,Operational,28.0,2023-10-04,0.319,52.319,481000
7374,Operational,1.0,2020-12-01,-0.216,51.905,18456
7375,Operational,5.0,2020-08-01,-2.972,54.93,93411
7381,Operational,0.3,2019-11-01,-1.015,51.728,5339
7384,Under Construction,32.0,,-1.404,51.781,634000
7386,Operational,0.2,2020-01-01,-0.981,51.989,3465
7388,Awaiting Construction,49.9,,-0.962,53.119,917000
7391,Operational,0.2,2019-03-01,-4.014,55.854,3465
7400,Operational,2.0,2021-02-01,-3.139,53.256,47000
7401,Awaiting Construction,0.4,,-2.666,53.465,7213
7405,Operational,18.0,2022-09-01,-2.008,51.179,337013
7409,Operational,4.4,2022-04-29,-2.259,52.996,137200
7410,Under Construction,0.6,,-1.159,51.891,10961
7423,Operational,8.0,2021-01-01,-2.145,52.073,186000
7425,Operational,49.9,2025-10-01,-1.51,51.248,800000
7426,Awaiting Construction,0.3,,-3.827,52.619,5339
7439,Awaiting Construction,0.9,,-3.285,51.784,16582
7447,Awaiting Construction,5.5,,0.079,50.969,94000
7448,Operational,0.5,2020-03-06,-0.046,53.539,9087
7451,Operational,35.0,2025-07-02,-3.372,50.823,607800
7469,Awaiting Construction,40.0,,-4.05,51.774,749264
7471,Awaiting Construction,35.0,,-4.488,53.264,627285
7478,Operational,0.58,2021-08-15,-4.128,51.201,10586
7482,Under Construction,29.4,,0.316,52.323,737400
7484,Awaiting Construction,1.2,,-3.523,50.708,22204
7486,Awaiting Construction,49.9,,-1.56,54.345,921377
7497,Under Construction,19.0,,-1.127,51.852,470000
7501,Awaiting Construction,49.9,,-0.983,53.06,1078100
7508,Under Construction,1.0,,-2.644,51.863,13800
7519,Under Construction,49.9,,-1.738,51.615,955200
7526,Operational,0.3,2020-03-27,-2.221,57.201,5339
7531,Operational,1.0,2021-12-01,-2.89,56.366,18456
7539,Under Construction,19.8,,-2.859,51.353,399900
7541,Operational,0.4,2020-07-01,1.389,51.378,7213
7542,Operational,0.4,,0.916,51.141,7213
7546,Revised,32.0,,-1.39,54.608,599355
7553,Awaiting Construction,17.0,,-2.442,53.131,264000
7557,Awaiting Construction,25.0,,-2.161,52.05,666600
7559,Operational,0.4,2021-05-18,-0.219,54.063,7213
7561,Under Construction,49.9,,-0.942,53.345,659600
7594,Revised,0.2,,1.346,52.76,3465
7596,Under Construction,5.0,,-1.841,57.566,116000
7599,Operational,1.4,2021-09-01,-1.921,51.688,24000
7601,Revised,0.8,,-3.627,55.075,14709
7604,Operational,1.1,2022-01-01,0.18,52.298,21000
7605,Awaiting Construction,36.0,,-0.845,51.968,482100
7616,Awaiting Construction,49.9,,-1.686,51.194,937000
7617,Awaiting Construction,28.0,,-0.772,52.69,524400
7618,Awaiting Construction,0.5,,-1.698,54.641,9087
7619,Awaiting Construction,1.0,,-2.21,53.42,18456
7625,Awaiting Construction,1.0,,-2.22,53.412,18456
7626,Awaiting Construction,20.0,,-0.902,52.038,442000
7630,Under Construction,49.9,,0.304,52.284,807000
7638,Awaiting Construction,0.23,,-2.858,56.647,4028
7646,Operational,0.2,2021-10-09,0.829,52.57,3465
7652,Awaiting Construction,0.2,,0.751,51.809,3465
7666,Operational,24.0,2024-06-10,0.663,52.078,449445
7669,Application Submitted,10.0,,-2.154,53.751,250100
7674,Awaiting Construction,39.9,,-2.541,56.747,747390
7689,Operational,0.9,2019-12-16,1.105,51.785,16582
7701,Awaiting Construction,50.0,,-3.353,51.452,936650
7703,Revised,22.0,,-4.871,51.693,342500
7712,Awaiting Construction,0.2,,-0.081,53.549,3465
7713,Awaiting Construction,0.4,,-0.911,52.215,7213
7714,Under Construction,1.5,,1.395,52.088,29000
7715,Awaiting Construction,40.0,,-1.291,52.591,602000
7723,Awaiting Construction,0.2,,-0.999,51.459,3465
7731,Awaiting Construction,1.0,,-1.984,52.587,18456
7733,Awaiting Construction,0.8,,0.142,52.651,14709
7735,Operational,2.4,2021-07-09,-1.271,53.601,44690
7738,Under Construction,1.9,,-2.438,53.527,37900
7741,Under Construction,0.9,,-2.155,53.516,15000
7744,Application Submitted,1.0,,-6.742,55.058,18456
7745,Operational,0.2,2021-01-01,-2.807,55.895,3465
7749,Revised,1.0,,-4.165,50.367,18456
7750,Awaiting Construction,0.4,,-0.204,51.904,7213
7751,Awaiting Construction,0.5,,-2.126,53.546,9087
7758,Operational,0.18,2021-01-01,-4.282,55.836,3091
7760,Awaiting Construction,8.9,,-1.331,51.966,128200
7763,Operational,0.2,2022-01-01,-3.409,55.931,3465
7765,Awaiting Construction,0.2,,-1.582,53.804,3465
7766,Under Construction,2.1,,-2.764,50.861,39069
7767,Awaiting Construction,49.9,,-0.645,52.442,990000
7771,Revised,1.2,,-0.211,52.585,22204
7781,Operational,12.0,2022-01-01,-3.873,50.754,184000
7782,Operational,0.3,2021-11-01,-2.453,53.756,5339
7786,Awaiting Construction,49.9,,-0.852,53.348,953000
7793,Awaiting Construction,0.3,,-1.482,54.831,5339
7795,Operational,1.0,2020-01-01,-2.697,51.325,18456
7797,Awaiting Construction,0.3,,-1.177,50.852,5339
7802,Awaiting Construction,49.9,,-0.96,51.247,954700
7806,Awaiting Construction,0.2,,-3.015,56.202,3465
7815,Awaiting Construction,15.0,,-3.342,50.735,259000
7817,Awaiting Construction,35.0,,-2.517,50.899,790000
7818,Under Construction,2.3,,-0.439,53.876,42817
7819,Operational,0.2,2022-01-01,-1.08,52.599,3465
7823,Revised,49.99,,-1.32,54.723,850000
7830,Awaiting Construction,1.5,,-3.438,51.418,27826
7834,Operational,1.6,2021-02-01,-3.054,53.22,32000
7840,Operational,49.9,2023-02-01,-2.156,52.088,1077000
7857,Awaiting Construction,1.0,,0.153,51.505,18456
7858,Application Submitted,57.0,,-3.039,53.039,1360000
7860,Awaiting Construction,16.0,,-2.956,53.171,250000
7883,Operational,0.2,2021-12-01,-0.483,50.99,3465
7887,Awaiting Construction,49.9,,-1.389,53.216,688000
7889,Under Construction,49.9,,-0.174,53.56,1340000
7893,Awaiting Construction,2.3,,-3.846,51.78,40000
7903,Application Submitted,0.2,,-6.95,55.052,3465
7911,Awaiting Construction,24.0,,1.337,51.155,449445
7914,Revised,1.6,,-4.299,51.721,23000
7915,Operational,0.3,2021-05-17,-3.388,56.383,5833
7917,Revised,17.0,,1.179,52.792,356700
7924,Awaiting Construction,18.0,,-1.219,50.942,340000
7928,Operational,0.2,2021-03-01,1.347,52.759,3465
7929,Operational,35.0,2025-09-01,-2.6,50.908,555900
7930,Awaiting Construction,0.2,,0.252,51.123,3465
7936,Awaiting Construction,49.9,,-1.202,51.702,1390000
7940,Awaiting Construction,14.0,,-2.951,53.168,238000
7941,Awaiting Construction,40.0,,-2.007,51.601,1096000
7943,Operational,0.2,2020-08-01,-3.184,55.952,3465
7944,Under Construction,49.9,,-2.497,51.545,900000
7945,Awaiting Construction,49.9,,-1.035,51.702,934776
7951,Awaiting Construction,1.7,,-1.365,53.193,31573
7954,Under Construction,49.9,,-1.136,52.36,808600
7956,Awaiting Construction,49.9,,-1.013,51.705,790000
7958,Operational,22.0,2023-10-12,-0.901,51.963,469700
7960,Awaiting Construction,49.9,,-1.397,51.646,632000
7961,Under Construction,,,-1.567,50.988,67800
7962,Application Submitted,30.0,,-1.177,51.278,689000
7963,Awaiting Construction,0.8,,-1.257,52.733,23000
7968,Operational,1.2,2021-07-01,-2.418,52.683,16000
7969,Application Submitted,40.0,,-0.754,51.84,695300
7971,Operational,0.3,2021-08-26,-1.453,52.72,5339
7972,Operational,0.2,2021-09-22,-0.138,52.231,3465
7976,Operational,0.3,2020-10-21,-2.72,53.768,5339
8007,Revised,49.9,,1.044,52.088,934776
8010,Under Construction,30.0,,1.028,52.497,384100
8011,Operational,25.0,2023-01-01,-1.347,51.114,450000
8013,Under Construction,5.5,,-0.47,52.132,102780
8020,Awaiting Construction,20.0,,1.161,51.915,285000
8022,Awaiting Construction,25.5,,0.844,51.637,432300
8023,Operational,25.0,2024-10-01,0.661,51.704,363400
8026,Under Construction,49.9,,0.34,51.539,1680000
8029,Under Construction,0.5,,-2.347,53.386,9087
8030,Operational,0.7,2023-07-01,-2.192,53.485,12835
8038,Awaiting Construction,49.9,,-2.1,51.982,1067400
8048,Application Submitted,0.3,,0.539,52.512,5339
8051,Operational,70.0,2023-05-02,-2.477,51.578,1060000
8053,Under Construction,49.9,,0.181,53.099,737200
8054,Awaiting Construction,1.0,,-0.128,52.801,18456
8056,Awaiting Construction,30.0,,-1.168,52.081,607900
8062,Under Construction,49.9,,-2.138,51.406,963200
8065,Revised,49.9,,-0.338,51.657,1300000
8067,Operational,0.2,2023-03-01,-3.878,51.618,3465
8068,Awaiting Construction,49.9,,-0.963,51.128,934776
8069,Under Construction,5.0,,-1.359,51.848,112500
8071,Awaiting Construction,3.0,,-2.828,54.056,43000
8079,Awaiting Construction,12.0,,-0.957,51.996,224582
8088,Awaiting Construction,21.0,,-3.231,51.465,393229
8089,Awaiting Construction,49.9,,-1.069,51.339,850000
8091,Revised,49.9,,-1.403,54.634,934776
8092,Application Submitted,1.0,,1.091,52.64,18456
8094,Under Construction,23.0,,-1.811,50.89,388400
8097,Revised,49.9,,0.484,51.54,1580000
8100,Awaiting Construction,49.9,,-1.021,53.736,1127300
8101,Operational,49.9,,-4.121,51.045,934776
8102,Awaiting Construction,0.2,,-2.222,51.845,3465
8111,Awaiting Construction,5.1,,-1.669,52.866,110000
8115,Application Submitted,40.0,,-1.019,53.269,883100
8130,Application Submitted,0.2,,-1.89,54.455,3465
8131,Operational,55.0,2024-10-24,-1.699,54.411,695000
8136,Operational,49.9,2026-02-01,-2.03,51.66,934776
8141,Operational,0.5,2021-12-16,-2.758,54.352,9087
8146,Operational,40.0,2023-03-28,-2.726,52.976,651100
8148,Under Construction,28.5,,1.212,52.562,533769
8149,Under Construction,49.9,,-0.956,51.3,700900
8162,Awaiting Construction,500.0,,0.545,51.783,9369043
8165,Operational,0.5,2021-10-10,-2.8,53.559,9087
8167,Under Construction,40.0,,-1.365,53.757,877600
8174,Awaiting Construction,0.5,,1.301,51.152,9087
8178,Operational,0.2,2021-09-27,-1.893,52.286,3465
8180,Awaiting Construction,1.5,,-0.924,50.821,23400
8181,Awaiting Construction,49.9,,-1.655,52.69,795000
8182,Operational,,2021-07-01,-0.351,53.749,300
8184,Awaiting Construction,0.26,,-1.732,54.943,8100
8185,Awaiting Construction,49.9,,-1.431,52.197,825000
8191,Awaiting Construction,0.35,,-2.861,53.472,6276
8192,Under Construction,,,1.358,51.234,66
8197,Awaiting Construction,,,-2.45,53.758,
8201,Operational,0.15,2021-10-18,-4.131,50.555,2528
8202,Operational,2.3,2021-09-14,-1.539,55.133,33500
8203,Operational,0.49,2021-10-06,1.076,52.861,9000
8204,Operational,0.18,2021-09-12,-1.235,54.574,3091
8205,Operational,0.62,2021-07-19,-2.992,56.323,11336
8210,Under Construction,0.15,,0.049,52.501,4900
8211,Revised,30.0,,-0.523,51.935,448700
8212,Under Construction,0.49,,-1.217,52.647,6852
8219,Awaiting Construction,15.0,,1.049,52.715,352000
8221,Awaiting Construction,15.0,,1.305,52.707,291000
8222,Under Construction,0.62,,-1.078,52.879,11336
8223,Operational,0.17,2021-09-01,0.463,51.92,2903
8225,Awaiting Construction,49.9,,-2.653,52.75,1230000
8227,Awaiting Construction,49.9,,-0.849,52.918,743000
8228,Under Construction,30.0,,-2.003,52.162,561877
8229,Awaiting Construction,0.44,,-4.153,53.207,7963
8230,Under Construction,,,-2.746,50.709,100
8233,Operational,0.25,2021-07-31,-2.614,56.775,6000
8234,Under Construction,0.2,,-0.029,51.658,3465
8251,Operational,49.0,2024-10-01,0.846,51.847,968000
8254,Awaiting Construction,49.9,,-1.333,54.704,773700
8257,Under Construction,19.94,,-1.953,51.691,737200
8259,Under Construction,0.3,,-2.94,52.248,5339
8267,Awaiting Construction,5.0,,-0.869,52.014,77900
8272,Operational,0.5,2021-11-22,-0.314,52.281,7900
8274,Awaiting Construction,2.25,,-2.461,53.229,41880
8285,Application Submitted,0.21,,-2.044,51.285,5300
8308,Awaiting Construction,49.9,,1.267,52.552,796000
8323,Awaiting Construction,49.9,,-2.58,51.342,934776
8336,Under Construction,26.0,,-1.096,52.71,462500
8338,Awaiting Construction,0.38,,-1.766,53.97,5720
8341,Awaiting Construction,40.0,,-4.343,55.712,749264
8347,Awaiting Construction,30.4,,-0.796,54.163,528600
8349,Awaiting Construction,30.0,,-5.326,50.191,490600
8350,Awaiting Construction,49.99,,-1.593,55.125,791000
8357,Operational,49.9,2024-10-30,0.377,51.59,934776
8365,Awaiting Construction,7.0,,1.625,52.481,110000
8371,Awaiting Construction,5.0,,0.145,50.862,110500
8378,Revised,7.0,,-1.226,53.124,95000
8393,Awaiting Construction,49.9,,-2.425,51.593,934776
8403,Awaiting Construction,0.19,,-3.492,50.905,3278
8404,Awaiting Construction,,,-1.791,51.072,11100
8405,Operational,0.19,2021-11-10,-0.158,51.106,3278
8406,Awaiting Construction,25.0,,0.551,51.721,468184
8408,Operational,1.15,2022-08-15,0.194,52.487,21267
8411,Under Construction,49.9,,0.322,51.541,1430000
8412,Awaiting Construction,,,-4.143,50.37,0
8413,Awaiting Construction,,,-4.143,50.37,1320
8417,Awaiting Construction,,,-4.538,55.605,2608
8421,Operational,,2021-04-21,-4.109,55.679,450
8424,Under Construction,,,0.798,52.358,106
8429,Awaiting Construction,,,-2.964,53.385,
8432,Operational,,2021-12-02,-4.492,55.609,13252
8433,Awaiting Construction,,,-4.237,55.859,3844
8435,Awaiting Construction,1.3,,0.615,51.434,24078
8436,Awaiting Construction,1.5,,1.121,52.328,27826
8437,Awaiting Construction,,,-1.624,53.749,
8440,Operational,1.0,2021-06-15,-2.762,54.356,18456
8441,Awaiting Construction,,,-2.951,53.376,2088
8444,Awaiting Construction,2.3,,-1.11,53.474,32300
8445,Awaiting Construction,,,-2.17,53.539,
8446,Awaiting Construction,1.9,,-1.099,53.486,26600
8447,Awaiting Construction,0.47,,-2.451,50.623,8525
8448,Operational,0.35,2021-08-01,0.998,51.262,6276
8450,Awaiting Construction,2.97,,-2.621,51.541,46500
8451,Operational,,2021-09-11,-1.112,60.151,2403
8452,Under Construction,0.96,,-2.352,53.196,17707
8454,Awaiting Construction,,,-3.864,51.625,
8456,Awaiting Construction,0.25,,-3.407,54.687,4402
8457,Operational,0.5,2021-09-08,0.433,51.163,9087
8459,Awaiting Construction,65.0,,-3.286,51.463,965000
8461,Awaiting Construction,15.0,,-2.228,50.802,377000
8472,Awaiting Construction,20.0,,-0.603,51.933,375000
8475,Awaiting Construction,40.0,,0.321,51.96,523500
8479,Operational,49.9,2023-12-01,0.349,52.292,730000
8480,Awaiting Construction,49.9,,-3.027,56.47,1185000
8483,Awaiting Construction,49.9,,-0.783,52.895,1035300
8485,Awaiting Construction,35.0,,0.119,51.892,1140000
8488,Awaiting Construction,37.9,,-3.23,55.029,602931
8491,Awaiting Construction,33.0,,-0.871,51.387,520000
8494,Awaiting Construction,49.9,,-1.028,53.562,1335200
8497,Awaiting Construction,28.0,,-2.778,54.058,524400
8498,Awaiting Construction,11.0,,-0.788,50.73,280000
8501,Awaiting Construction,49.9,,0.233,51.391,728900
8503,Awaiting Construction,49.9,,-0.848,53.148,1207400
8505,Awaiting Construction,49.9,,-2.255,51.028,934776
8508,Awaiting Construction,49.9,,-1.398,52.525,844900
8513,Awaiting Construction,1.0,,-2.97,53.648,28600
8517,Awaiting Construction,49.9,,-0.223,52.931,804600
8520,Awaiting Construction,0.47,,-1.094,51.853,8525
8522,Awaiting Construction,5.0,,-2.416,53.112,122000
8525,Awaiting Construction,49.0,,-2.515,52.805,917912
8526,Awaiting Construction,49.9,,-2.77,55.002,915500
8528,Awaiting Construction,49.9,2025-12-01,-2.206,52.293,634100
8529,Under Construction,49.9,,-1.575,54.543,934776
8533,Revised,30.0,,1.188,51.85,549400
8539,Awaiting Construction,49.9,,-1.006,51.71,1120000
8540,Awaiting Construction,43.0,,-1.503,54.069,665600
8799,Operational,1.62,2022-07-26,-1.31,51.571,30074
8800,Operational,,2022-07-26,-1.314,51.571,3800
8801,Awaiting Construction,,,-3.5,54.718,
8802,Operational,42.0,2025-09-10,-4.42,50.791,663300
8803,Application Submitted,,,-0.915,51.162,
8807,Awaiting Construction,1.0,,-5.114,54.928,18456
8811,Operational,0.44,2021-10-01,-0.631,52.07,14200
8812,Application Submitted,,,-2.794,55.046,110
8813,Awaiting Construction,49.9,,-1.908,52.762,628000
8815,Awaiting Construction,,,-0.835,51.413,1100
8818,Awaiting Construction,,,-3.839,51.23,120
8823,Application Submitted,,,-3.688,50.61,
8824,Operational,19.0,2025-06-01,0.286,52.008,549200
8827,Under Construction,,,-1.387,54.06,28000
8828,Awaiting Construction,40.0,,-2.284,50.667,749264
8834,Awaiting Construction,49.9,,0.534,51.661,867500
8839,Awaiting Construction,,,-1.388,50.911,
8842,Awaiting Construction,13.0,,-2.364,57.118,189000
8843,Awaiting Construction,49.9,,-2.313,51.795,1160000
8850,Awaiting Construction,,,-2.059,52.452,
8851,Awaiting Construction,4.2,,-1.172,52.846,108000
8852,Operational,,2021-12-12,-2.167,52.5,
8855,Operational,0.15,2021-10-06,-1.862,52.082,2528
8856,Under Construction,10.0,,-1.709,52.866,187104
8857,Under Construction,5.0,,-0.632,53.676,131000
8858,Operational,5.0,2023-04-05,-1.951,50.77,117000
8862,Awaiting Construction,4.2,,-1.315,52.835,78420
8864,Awaiting Construction,,,-2.252,51.866,512
8870,Application Submitted,3.75,,-6.246,54.679,90000
8879,Application Submitted,,,-0.498,54.195,190
8889,Awaiting Construction,49.9,,-2.528,51.664,725000
8894,Under Construction,,,-0.577,51.921,691100
8897,Under Construction,19.6,,-1.375,53.108,379000
8910,Awaiting Construction,36.7,,0.535,51.676,682000
8918,Awaiting Construction,49.9,,-2.096,51.61,633000
8923,Awaiting Construction,2.37,,-3.002,51.561,70000
8925,Awaiting Construction,8.0,,0.53,51.666,140000
8928,Operational,0.3,2021-05-01,-2.762,54.356,5339
8980,Awaiting Construction,0.25,,-2.972,54.93,4402
8981,Awaiting Construction,,,-4.218,55.837,2880
8983,Awaiting Construction,2.8,,0.235,52.061,48000
8988,Awaiting Construction,,,-1.658,54.973,
8991,Awaiting Construction,50.0,,-0.108,52.448,1037000
8992,Awaiting Construction,0.21,,-1.546,54.981,3653
8995,Awaiting Construction,40.0,,-0.347,53.869,750000
8996,Awaiting Construction,,,-0.118,51.512,
9002,Under Construction,10.2,,0.366,51.29,190500
9004,Awaiting Construction,9.0,,-0.568,53.655,140200
9011,Awaiting Construction,,,-1.559,54.984,
9014,Under Construction,49.99,,-0.808,53.907,1350000
9016,Awaiting Construction,1.6,,-1.316,51.573,29700
9030,Awaiting Construction,1.2,,-1.526,55.208,22300
9035,Application Submitted,49.9,,0.322,51.541,934776
9037,Awaiting Construction,40.0,,-0.161,52.012,536200
9038,Operational,30.0,2026-03-27,-1.851,52.116,561877
9043,Operational,,2021-07-01,-2.764,51.438,
9049,Awaiting Construction,0.32,,-0.533,51.643,5714
9050,Awaiting Construction,49.99,,-0.735,52.973,851600
9051,Operational,2.5,2022-07-31,-4.065,52.425,39200
9053,Application Submitted,49.9,,-2.507,51.675,646200
9054,Awaiting Construction,,,-0.904,51.453,17893
9056,Awaiting Construction,25.0,,-2.183,51.347,383800
9065,Under Construction,5.0,,-2.939,56.654,80000
9069,Awaiting Construction,49.9,,0.51,51.857,1140000
9071,Awaiting Construction,5.0,,-3.339,56.305,98000
9075,Awaiting Construction,49.9,,-1.014,53.797,772000
9077,Application Submitted,30.0,,-0.514,52.07,561877
9082,Revised,49.9,,-0.869,51.766,969000
9083,Application Submitted,24.0,,-1.277,51.64,374100
9087,Awaiting Construction,21.0,,1.382,52.139,370800
9089,Revised,3.0,,-2.83,53.337,55934
9090,Under Construction,36.0,,-1.504,51.764,674309
9091,Application Submitted,49.9,,-5.45,50.137,934776
9093,Revised,49.9,,-1.656,52.346,1132000
9095,Application Submitted,,,-4.339,51.856,8300
9096,Awaiting Construction,49.99,,-0.674,52.956,761900
9097,Awaiting Construction,,,0.131,52.202,3000
9102,Awaiting Construction,10.0,,-1.533,54.063,192700
9104,Application Submitted,41.5,,1.032,52.073,600000
9110,Operational,0.22,2022-06-24,-2.649,50.942,3840
9114,Awaiting Construction,15.7,,-2.504,51.852,293915
9116,Awaiting Construction,49.9,,-1.382,54.588,870000
9119,Awaiting Construction,16.0,,-2.245,52.635,303600
9126,Awaiting Construction,15.0,,-1.598,51.243,277800
9129,Application Submitted,49.9,,0.329,52.278,808000
9130,Revised,49.72,,-0.945,52.193,701000
9132,Awaiting Construction,0.61,,-1.538,54.778,11148
9134,Awaiting Construction,0.37,,-1.546,54.521,6651
9135,Awaiting Construction,,,0.454,50.951,4100
9142,Under Construction,10.0,,-5.074,50.348,187104
9149,Awaiting Construction,1.51,,-2.295,53.359,24500
9150,Operational,0.6,2021-12-01,-2.199,53.469,10961
9157,Operational,0.67,2023-10-31,-2.073,52.355,12273
9160,Revised,0.27,,-0.776,51.221,4777
9162,Awaiting Construction,0.16,,-2.206,53.627,2716
9163,Awaiting Construction,0.18,,-3.464,51.203,3091
9164,Under Construction,1.0,,-1.56,54.306,18456
9167,Revised,11.8,,-2.569,50.758,176600
9168,Awaiting Construction,49.9,,-3.003,51.079,1240000
9173,Under Construction,34.8,,-1.426,52.237,670000
9174,Awaiting Construction,0.15,,0.254,50.875,2528
9175,Awaiting Construction,49.9,,-1.619,51.225,755300
9177,Awaiting Construction,0.15,,-2.227,53.596,2528
9178,Awaiting Construction,0.16,,-2.232,51.866,2716
9179,Operational,5.0,2022-02-01,-0.45,53.77,77300
9181,Awaiting Construction,2.7,,-3.557,50.396,50312
9184,Revised,43.45,,-0.472,51.971,665700
9187,Awaiting Construction,0.42,,-1.519,52.408,7588
9189,Awaiting Construction,0.18,,-4.072,50.39,3091
9190,Operational,0.18,2022-01-01,-5.542,50.112,3091
9192,Awaiting Construction,0.27,,-2.196,53.501,4777
9193,Under Construction,9.7,,0.0,52.955,176700
9194,Awaiting Construction,49.9,,0.466,51.175,745000
