Ref ID,Development Status (short),Installed Capacity (MWelec),Operational,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),lon,lat
4686,Operational,14.4,2006-10-01,1.8,8,,0.732,52.629
4687,Operational,65.0,2006-04-01,2.3,28,,-3.476,57.446
4688,Operational,9.0,2009-07-01,1.5,6,,-7.696,54.547
4689,Operational,21.3,2005-06-01,0.85,25,,-3.491,53.117
4690,Operational,5.2,2008-07-10,1.3,4,,-1.443,54.72
4691,Operational,18.0,2006-03-01,3.0,6,,-4.789,55.722
4702,Revised,2.4,,0.8,3,74.0,-2.419,53.678
4728,Application Submitted,47.5,,2.5,19,,-3.38,52.62
4747,Operational,1.5,2016-10-01,1.5,1,125.0,-3.73,55.871
4764,Awaiting Construction,35.0,,4.3,8,145.0,-3.685,51.624
4790,Operational,1.8,2019-01-11,0.9,2,78.0,-3.201,53.29
4795,Revised,28.5,,2.85,10,75.0,-6.055,54.901
4817,Operational,10.0,2020-01-01,2.3,4,115.0,-3.33,56.306
4892,Operational,2.4,2017-03-27,0.8,3,79.0,-2.613,57.622
4893,Awaiting Construction,18.0,,3.0,5,145.0,-3.667,51.692
4902,Awaiting Construction,11.5,,2.3,5,93.0,-6.026,54.647
4908,Operational,1.5,2014-12-18,1.5,1,144.0,-0.836,51.842
4917,Operational,1.5,2016-12-01,1.5,1,126.0,-1.218,53.075
4957,Awaiting Construction,24.0,,3.0,8,126.0,-7.043,54.904
4976,Operational,2.2,2014-11-12,1.0,2,64.0,0.08,51.526
4987,Awaiting Construction,3.6,,0.9,4,67.0,-2.417,57.413
4988,Operational,18.8,2024-05-01,2.35,8,110.0,-4.74,55.306
4995,Operational,5.0,2017-03-01,2.5,2,117.0,-0.534,53.717
5062,Application Submitted,2.3,,2.3,1,100.0,-3.789,55.772
5082,Awaiting Construction,4.6,,2.3,2,100.0,-4.087,52.049
5087,Revised,2.3,,2.3,1,93.0,-6.888,54.686
5116,Revised,20.0,,2.5,8,100.0,-5.166,54.91
5123,Awaiting Construction,26.0,,2.0,13,100.0,-5.45,55.74
5153,Revised,1.5,,1.5,1,99.0,-5.056,50.321
5166,Awaiting Construction,17.5,,2.5,7,102.0,-3.544,53.118
5172,Awaiting Construction,22.8,,5.7,4,135.0,-4.413,58.097
5174,Revised,10.2,,,3,136.0,-4.159,55.578
5187,Operational,1.5,2021-04-12,1.5,1,100.0,-3.68,58.601
5188,Awaiting Construction,16.3,,4.08,5,125.0,-3.227,59.149
5195,Under Construction,72.6,,6.6,11,180.0,-3.328,58.347
5198,Awaiting Construction,20.4,,4.0,5,125.0,-2.932,58.778
5211,Awaiting Construction,1.0,,0.5,2,77.0,-2.839,51.392
5222,Application Submitted,39.6,,3.3,12,125.0,-6.153,54.177
5277,Operational,7.5,2017-04-24,2.75,3,137.0,-0.656,52.354
5318,Revised,7.5,,2.5,3,110.0,-3.453,58.441
5348,Application Submitted,13.2,,3.3,4,125.0,-3.818,55.877
5373,Awaiting Construction,15.0,,3.0,5,130.0,-2.819,57.616
5392,Revised,49.4,,2.0,24,125.0,-4.051,55.372
5393,Operational,45.0,2023-01-01,4.2,13,149.9,-3.89,55.587
5414,Revised,10.2,,3.4,3,136.0,-4.159,55.578
5454,Revised,1.0,,1.0,1,80.0,-3.347,58.31
5455,Operational,48.0,2023-09-11,,12,,-3.959,55.572
5555,Operational,2.3,2016-08-15,2.3,2,126.0,-2.974,51.556
5598,Operational,37.6,2018-10-15,2.35,16,110.0,-3.503,53.109
5618,Revised,51.0,,3.0,17,140.0,-3.839,58.549
5624,Revised,4.7,,2.35,2,100.0,-3.841,51.782
5637,Operational,4.8,2019-03-01,0.8,6,74.0,-2.842,55.839
5859,Revised,2.4,,2.4,3,77.0,-2.259,57.347
5949,Awaiting Construction,105.0,,5.8,18,180.0,-3.584,57.43
5960,Revised,2.7,,0.9,3,67.0,-1.248,60.048
5963,Revised,32.4,,3.3,9,149.0,-4.109,55.283
6005,Operational,79.8,2025-04-01,4.2,19,149.9,-3.742,58.528
6013,Operational,2.5,,2.5,1,125.0,-3.671,51.508
6033,Operational,1.5,2017-11-01,1.5,1,100.0,-3.499,53.018
6036,Revised,49.5,,3.3,15,130.0,-4.155,55.29
6057,Awaiting Construction,104.0,,4.0,26,149.9,-2.579,56.966
6079,Operational,1.5,2018-08-31,1.5,1,116.0,-3.391,51.559
6082,Awaiting Construction,12.3,,2.05,6,100.0,-2.725,56.31
6096,Awaiting Construction,20.7,,2.3,9,127.0,-7.354,54.414
6099,Revised,42.0,,3.5,12,140.0,-3.14,55.187
6106,Operational,1.5,2015-08-01,1.5,1,119.0,-3.933,55.687
6119,Revised,47.6,,3.4,14,127.0,-5.619,55.614
6120,Operational,4.1,2024-01-20,4.1,1,150.0,-0.631,51.955
6143,Awaiting Construction,36.3,,3.3,11,150.0,-6.724,54.898
6147,Operational,33.6,2024-10-01,4.8,7,149.9,-2.73,55.354
6154,Awaiting Construction,2.3,,2.3,1,88.0,-6.009,54.643
6160,Revised,5.0,,2.5,2,125.0,-3.399,51.616
6173,Operational,2.6,2016-07-28,0.85,3,70.0,-3.91,55.633
6175,Revised,33.0,,3.0,11,150.0,-4.342,55.372
6177,Revised,33.6,,4.2,8,138.5,-3.621,58.596
6178,Awaiting Construction,5.0,,5.0,1,145.0,-6.757,58.276
6187,Awaiting Construction,9.0,,3.0,3,84.0,-6.879,55.081
6208,Awaiting Construction,5.0,,2.5,2,149.9,-3.683,55.801
6214,Under Construction,16.0,,2.0,8,100.0,-2.281,55.898
6249,Revised,1.5,,0.5,3,77.0,-2.418,57.631
6259,Awaiting Construction,35.0,,3.18,11,135.0,-2.23,56.973
6275,Awaiting Construction,132.0,,4.7,28,225.0,-3.32,57.515
6284,Revised,56.0,,3.29,17,150.0,-5.614,55.642
6293,Operational,2.5,2019-06-15,1.5,1,130.0,-2.689,51.517
6318,Operational,1.5,2017-03-31,1.5,1,,-4.068,56.045
6323,Awaiting Construction,5.0,,5.0,1,145.0,-6.48,58.205
6324,Operational,10.8,2020-07-01,3.6,3,135.0,-3.76,56.209
6327,Under Construction,45.6,,5.7,8,200.0,-3.628,55.813
6363,Under Construction,46.2,,,7,200.0,-3.651,55.511
6372,Awaiting Construction,225.0,,4.6,48,176.0,-3.535,57.485
6373,Awaiting Construction,77.0,,6.0,14,180.0,-2.933,57.384
6377,Revised,18.0,,3.0,5,133.0,-4.811,57.675
6378,Under Construction,1.5,,1.5,1,122.0,-3.479,51.634
6384,Awaiting Construction,46.8,,3.9,12,145.0,-1.211,60.16
6388,Operational,1.5,2015-01-01,0.75,2,71.0,-2.418,55.915
6405,Awaiting Construction,84.0,,6.6,14,180.0,-5.172,56.272
6407,Awaiting Construction,28.0,,4.0,7,150.0,-3.476,57.446
6422,Operational,2.5,2021-12-01,2.5,1,126.0,-3.425,51.559
6424,Revised,1.5,,1.5,1,129.0,-3.725,55.872
6432,Awaiting Construction,67.2,,,14,149.9,-4.068,55.188
6433,Revised,36.0,,3.3,11,150.0,-4.097,55.212
6439,Application Submitted,21.0,,3.0,7,125.0,-6.063,54.898
6443,Revised,36.0,,3.0,12,160.0,-3.001,55.151
6444,Awaiting Construction,36.0,,3.6,10,200.0,-4.105,55.166
6509,Operational,3.5,2021-01-01,3.5,1,150.0,-2.849,51.571
6519,Revised,1.5,,1.5,1,100.0,-2.103,57.42
6562,Awaiting Construction,29.7,,,9,150.0,-6.855,55.069
6573,Awaiting Construction,48.3,,3.45,14,140.0,-6.271,58.31
6577,Awaiting Construction,42.0,,,10,200.0,-2.347,56.964
6590,Under Construction,37.8,,,9,82.0,-3.9,55.32
6600,Awaiting Construction,84.0,,4.2,20,175.0,-4.886,54.999
6607,Under Construction,205.8,,,49,149.9,-4.36,55.352
6620,Awaiting Construction,25.2,,,7,149.9,-3.549,51.627
6629,Under Construction,308.0,,,44,200.0,-4.072,55.308
6634,Awaiting Construction,81.6,,,17,175.0,-4.583,57.65
6636,Operational,2.6,2003-07-01,,2,99.0,-3.688,58.602
6645,Revised,49.7,,,14,127.0,-6.25,58.348
6646,Awaiting Construction,4.8,,,3,100.0,-7.008,54.53
6652,Awaiting Construction,5.0,,,2,125.0,-3.531,51.607
6665,Awaiting Construction,196.0,,,33,180.0,-6.383,58.219
6673,Application Submitted,49.9,,,10,145.0,-6.57,58.17
6703,Operational,81.6,2023-02-18,,24,125.0,-4.051,55.372
6708,Operational,48.0,2024-10-01,,10,149.9,-3.816,55.604
6725,Application Submitted,7.2,,,2,139.0,-3.394,51.626
6728,Revised,34.5,,,10,179.0,-4.374,57.987
6733,Awaiting Construction,125.0,,,29,149.9,-4.536,57.187
6734,Awaiting Construction,80.0,,,16,149.9,-5.667,55.495
6751,Application Submitted,18.0,,,5,149.5,-4.79,54.92
6755,Revised,4.3,,,1,145.0,-3.404,58.365
6773,Awaiting Construction,1.5,,,1,,-3.233,51.802
6774,Awaiting Construction,0.3,,,1,74.0,-6.443,55.184
6784,Revised,0.9,,,1,,-3.461,56.383
6790,Awaiting Construction,23.1,,,7,125.0,-6.121,54.807
6793,Revised,29.4,,,7,135.0,-6.443,57.443
6796,Awaiting Construction,67.2,,,16,149.9,-4.269,55.404
6798,Under Construction,72.8,,5.6,13,200.0,-4.797,55.069
6801,Awaiting Construction,0.3,,,1,30.0,-5.942,54.963
6812,Awaiting Construction,0.2,,,1,40.0,-7.113,54.628
6818,Under Construction,0.9,,,1,77.0,-4.603,50.663
6819,Revised,8.4,,,2,139.0,-3.776,55.84
6826,Under Construction,78.0,,,13,200.0,-3.89,55.587
6827,Awaiting Construction,105.6,,4.8,22,220.0,-4.082,55.421
6828,Operational,443.0,2024-09-01,,103,155.0,-1.208,60.339
6833,Application Submitted,50.0,,,12,149.9,-3.472,58.411
7150,Awaiting Construction,59.4,,,9,200.0,-4.551,55.279
7204,Awaiting Construction,38.4,,,8,180.0,-3.958,55.507
7213,Awaiting Construction,1.5,,,1,100.0,-6.599,54.248
7236,Awaiting Construction,2.5,,,1,110.0,-4.726,55.791
7261,Awaiting Construction,36.0,,,8,230.0,-3.998,55.556
7264,Revised,1.0,,,1,135.0,-2.915,57.48
7266,Revised,0.9,,0.9,1,67.0,-1.184,60.167
7271,Awaiting Construction,0.2,,,1,32.0,-6.845,54.566
7289,Awaiting Construction,0.3,,,1,55.0,-7.192,54.971
7300,Revised,4.0,,,2,100.0,-3.812,55.924
7304,Operational,4.7,2024-08-01,2.35,2,119.0,-2.608,57.572
7312,Operational,1.9,2021-09-01,,2,77.0,-2.271,53.002
7329,Awaiting Construction,0.5,,,1,53.0,-6.287,54.369
7340,Under Construction,50.4,,5.6,9,180.0,-4.737,54.994
7345,Awaiting Construction,48.0,,,10,149.9,-5.487,55.703
7346,Awaiting Construction,0.3,,,1,75.0,-6.562,54.306
7354,Awaiting Construction,0.5,,,1,100.0,-6.055,54.617
7367,Awaiting Construction,0.7,,,1,53.0,-6.581,54.442
7370,Awaiting Construction,4.2,,,1,150.0,-3.726,55.872
7376,Under Construction,3.0,,,2,150.0,-4.633,55.595
7387,Awaiting Construction,0.3,,,1,75.0,-7.573,54.406
7392,Awaiting Construction,0.2,,,1,75.0,-7.28,54.874
7394,Awaiting Construction,28.8,,,6,149.9,-3.018,59.005
7398,Awaiting Construction,49.0,,,9,200.0,-3.999,55.132
7402,Application Submitted,0.9,,,1,75.0,-6.504,54.358
7406,Awaiting Construction,46.8,,3.6,13,140.0,-6.844,54.929
7407,Awaiting Construction,0.3,,,1,78.0,-7.021,54.617
7415,Application Submitted,0.9,,,1,50.0,-5.717,54.5
7418,Application Submitted,0.9,,,1,50.0,-6.641,54.23
7422,Revised,4.0,,,2,100.0,-3.812,55.924
7429,Revised,33.6,,,8,130.0,-3.018,55.781
7436,Awaiting Construction,0.3,,,1,52.0,-5.686,54.616
7445,Awaiting Construction,0.3,,,1,100.0,-7.017,54.66
7450,Application Submitted,0.5,,,1,97.0,-6.779,54.751
7454,Application Submitted,525.0,,,75,250.0,-3.332,55.273
7456,Awaiting Construction,84.0,,,14,200.0,-3.871,55.559
7459,Application Submitted,27.0,,,9,139.0,-5.018,56.188
7473,Awaiting Construction,84.0,,,15,180.0,-4.662,57.251
7475,Awaiting Construction,76.0,,,18,200.0,-4.595,58.016
7476,Awaiting Construction,36.0,,,7,149.9,-4.288,57.766
7489,Awaiting Construction,28.0,,,7,137.0,-6.823,55.024
7491,Awaiting Construction,24.0,,,6,149.9,-6.934,54.891
7494,Awaiting Construction,0.3,,,1,55.0,-7.384,54.713
7495,Revised,0.3,,,1,52.0,-6.173,54.537
7504,Awaiting Construction,0.3,,,1,50.0,-7.583,54.439
7522,Application Submitted,0.3,,,1,76.0,-6.035,54.361
7524,Operational,4.2,2023-10-09,,1,150.0,-2.674,51.538
7530,Application Submitted,25.0,,,6,145.0,-6.736,54.759
7535,Revised,0.3,,,1,50.0,-6.695,55.131
7543,Awaiting Construction,20.0,,,5,137.0,-6.263,55.033
7544,Operational,0.2,,,1,40.0,-5.929,54.246
7545,Awaiting Construction,0.3,,0.3,1,55.0,-5.922,54.246
7560,Awaiting Construction,0.2,,,1,50.0,-7.103,54.563
7562,Operational,43.0,2021-10-01,,12,125.0,-4.179,55.275
7563,Awaiting Construction,0.2,,,1,42.0,-6.081,54.402
7582,Application Submitted,63.0,,,14,145.0,-3.264,55.719
7587,Awaiting Construction,80.0,,,14,180.0,-3.653,55.793
7588,Operational,2.3,2020-07-22,,1,99.0,-5.056,50.321
7592,Application Submitted,0.3,,,1,65.0,-6.491,54.434
7595,Under Construction,3.0,,,2,119.0,-1.841,57.566
7603,Awaiting Construction,0.3,,,1,52.0,-6.16,54.537
7612,Awaiting Construction,0.3,,,1,90.0,-8.017,54.451
7615,Awaiting Construction,0.3,,,1,70.0,-5.749,54.789
7627,Awaiting Construction,0.3,,,1,75.0,-7.572,54.375
7633,Awaiting Construction,0.3,,,1,75.0,-7.559,54.388
7635,Awaiting Construction,0.25,,,1,75.0,-7.561,54.719
7639,Awaiting Construction,0.5,,,1,45.0,-7.526,54.418
7640,Awaiting Construction,10.0,,,4,125.0,-6.723,54.93
7643,Awaiting Construction,0.2,,,1,50.0,-6.778,55.105
7644,Awaiting Construction,0.3,,,1,70.0,-6.823,54.414
7645,Awaiting Construction,0.3,,,1,70.0,-6.828,54.478
7647,Awaiting Construction,0.3,,,1,70.0,-7.222,54.632
7650,Awaiting Construction,1.0,,,1,67.0,-7.408,54.385
7651,Awaiting Construction,0.5,,,1,40.0,-7.104,54.478
7654,Awaiting Construction,38.4,,,8,150.0,-4.097,55.212
7664,Awaiting Construction,0.3,,,1,67.0,-6.66,54.198
7667,Application Submitted,0.3,,,1,75.0,-7.466,54.709
7672,Awaiting Construction,0.3,,,1,75.0,-6.276,54.385
7673,Application Submitted,0.3,,,1,75.0,-7.464,54.708
7679,Application Submitted,4.2,,,1,180.0,-3.933,55.687
7680,Awaiting Construction,0.3,,,1,45.0,-7.01,54.602
7682,Application Submitted,0.5,,,1,54.0,-7.592,54.385
7687,Revised,15.0,,,3,150.0,-4.358,55.714
7704,Awaiting Construction,85.0,,5.0,17,149.9,-3.395,52.413
7708,Operational,21.0,2025-04-01,,5,149.9,-3.714,58.528
7710,Awaiting Construction,67.2,,,16,149.9,-3.706,57.464
7711,Awaiting Construction,96.0,,,16,200.0,-4.344,58.12
7719,Awaiting Construction,0.3,,,1,52.0,-6.587,54.973
7762,Revised,0.9,,,1,78.0,-2.545,57.422
7768,Awaiting Construction,0.3,,,1,55.0,-6.219,54.866
7769,Awaiting Construction,10.0,,,2,149.9,-4.442,55.325
7777,Awaiting Construction,0.3,,,1,55.0,-7.55,54.42
7779,Awaiting Construction,0.3,,,1,55.0,-7.492,54.397
7784,Application Submitted,0.3,,,1,53.0,-6.576,54.866
7801,Application Submitted,0.2,,,1,55.0,-6.282,55.036
7805,Awaiting Construction,0.3,,,1,75.0,-7.747,54.407
7809,Awaiting Construction,0.2,,,1,65.0,-6.427,54.847
7833,Awaiting Construction,0.3,,,1,85.0,-7.472,54.421
7846,Revised,3.0,,,1,150.0,-4.129,55.626
7848,Awaiting Construction,49.9,,,9,200.0,-4.081,55.155
7868,Application Submitted,45.0,,,8,200.0,-3.609,55.07
7871,Awaiting Construction,67.2,,,12,180.0,-4.501,55.889
7873,Application Submitted,78.0,,,13,180.0,-5.378,55.816
7874,Application Submitted,86.0,,,13,200.0,-4.557,55.24
7877,Awaiting Construction,92.4,,,14,200.0,-4.681,55.355
7886,Awaiting Construction,24.0,,,5,170.0,-3.917,56.097
7891,Application Submitted,24.0,,,7,149.9,-4.045,55.034
7920,Awaiting Construction,0.3,,,1,67.0,-6.845,55.03
7931,Awaiting Construction,0.3,,,1,77.0,-6.47,55.112
7935,Awaiting Construction,0.3,,,1,67.0,-6.84,55.036
7952,Awaiting Construction,4.1,,,1,135.0,-4.837,50.363
7964,Awaiting Construction,0.3,,,1,46.0,-7.476,54.757
7991,Under Construction,8.4,,,2,150.0,-3.776,55.84
8000,Awaiting Construction,60.0,,5.0,12,200.0,-5.626,55.619
8001,Awaiting Construction,45.6,,,8,220.0,-3.986,55.472
8002,Application Submitted,48.0,,,8,180.0,-3.014,55.651
8003,Application Submitted,147.0,,,21,200.0,-3.589,55.538
8004,Awaiting Construction,138.6,,6.6,21,200.0,-2.988,57.353
8042,Awaiting Construction,0.3,,,1,75.0,-6.883,54.924
8046,Operational,0.2,2021-06-26,,3,35.0,-3.338,58.309
8057,Awaiting Construction,40.0,,,8,150.0,-4.609,57.922
8061,Awaiting Construction,50.0,,,10,149.9,-3.216,58.615
8074,Application Submitted,0.3,,,1,66.0,-7.495,54.762
8077,Awaiting Construction,0.2,,,1,66.0,-6.986,54.648
8083,Awaiting Construction,0.3,,,1,66.0,-6.594,54.079
8095,Application Submitted,0.3,,,1,73.0,-6.144,54.361
8106,Awaiting Construction,14.0,,,7,100.0,-7.096,54.489
8119,Revised,,,,9,200.0,-3.987,55.098
8126,Application Submitted,0.3,,,1,77.0,-7.042,54.56
8134,Awaiting Construction,4.1,,4.1,1,142.5,-3.417,58.402
8135,Awaiting Construction,0.3,,,1,67.0,-6.294,55.194
8138,Application Submitted,1.6,,,2,87.0,-2.095,57.421
8166,Application Submitted,0.2,,,1,50.0,-7.004,54.714
8194,Application Submitted,0.25,,,1,40.0,-6.309,55.177
8196,Application Submitted,4.5,,,2,125.0,-3.682,58.602
8200,Awaiting Construction,,,,1,63.5,-6.564,54.209
8224,Application Submitted,,,,1,78.0,-6.416,54.876
8231,Awaiting Construction,0.25,,,1,65.0,-6.722,54.606
8232,Awaiting Construction,0.25,,,1,65.0,-7.48,54.407
8236,Awaiting Construction,0.25,,,1,54.0,-7.353,54.217
8237,Awaiting Construction,0.25,,,1,77.0,-5.892,54.511
8252,Application Submitted,,,,1,,-3.234,51.803
8253,Awaiting Construction,,,,1,31.6,-2.797,53.598
8258,Awaiting Construction,0.25,,,1,77.0,-6.591,54.427
8262,Application Submitted,,,,,54.0,-6.615,54.315
8263,Awaiting Construction,,,,,73.0,-3.75,54.957
8266,Awaiting Construction,0.25,,,,77.0,-7.055,54.619
8273,Awaiting Construction,0.25,,,1,53.0,-6.007,54.638
8276,Application Submitted,0.25,,,1,77.0,-7.072,54.621
8277,Application Submitted,,,,1,54.0,-5.831,54.769
8279,Awaiting Construction,0.25,,,1,77.0,-6.569,54.358
8305,Awaiting Construction,24.0,,,5,149.9,-4.768,57.693
8344,Awaiting Construction,19.8,,,3,180.0,-3.607,55.801
8364,Awaiting Construction,84.0,,,14,185.0,-4.829,57.173
8376,Application Submitted,59.4,,,9,200.0,-2.804,55.795
8397,Awaiting Construction,28.8,,,6,149.9,-3.249,58.826
8400,Awaiting Construction,8.4,,,4,115.0,-4.789,54.877
8418,Awaiting Construction,67.2,,,14,149.9,-4.236,57.386
8422,Awaiting Construction,0.4,,,1,,-7.108,54.562
8431,Awaiting Construction,0.15,,,1,52.7,-6.407,54.805
8438,Awaiting Construction,,,,1,77.0,-3.234,51.724
8468,Under Construction,46.2,,,8,200.0,-3.13,57.446
8482,Application Submitted,85.0,,,13,200.0,-4.485,57.328
8490,Application Submitted,54.0,,6.0,9,149.9,-5.501,55.569
8492,Awaiting Construction,66.0,,6.6,10,251.0,-4.119,55.401
8534,Awaiting Construction,85.8,,6.6,13,200.0,-5.862,56.46
8535,Awaiting Construction,48.0,,,10,149.9,-4.165,58.509
8537,Revised,8.4,,,2,149.9,-6.432,57.47
8847,Awaiting Construction,14.4,,,4,180.0,-3.578,55.828
8867,Awaiting Construction,,,,1,77.9,-6.032,54.657
8868,Awaiting Construction,0.25,,0.25,1,77.0,-6.719,54.591
8869,Awaiting Construction,0.25,,,1,79.0,-7.516,54.764
8871,Application Submitted,,,,1,79.0,-6.908,55.026
8872,Awaiting Construction,,,,1,77.9,-6.134,54.367
8873,Awaiting Construction,0.25,,,1,92.0,-7.442,54.713
8874,Awaiting Construction,0.25,,,1,92.0,-7.442,54.713
8875,Awaiting Construction,0.25,,,1,71.0,-7.032,54.649
8876,Awaiting Construction,,,,1,77.9,-5.99,54.663
8877,Awaiting Construction,,,,1,77.0,-6.444,54.944
8884,Under Construction,49.9,,,10,200.0,-4.367,57.991
8909,Awaiting Construction,25.8,,,6,149.9,-3.508,55.818
8921,Application Submitted,350.0,,6.6,53,240.0,-2.939,55.343
8999,Awaiting Construction,222.0,,,37,180.0,-4.441,58.114
9017,Application Submitted,22.0,,,22,114.5,-4.38,50.627
9018,Application Submitted,34.0,,,8,180.0,-3.15,51.736
9031,Application Submitted,2.7,,,3,67.0,-1.227,60.046
9048,Awaiting Construction,70.0,,,14,149.9,-4.477,57.332
9161,Revised,34.0,,,8,180.0,-3.15,51.699
9252,Awaiting Construction,3.0,,,10,,0.006,51.502
9300,Application Submitted,28.8,,,6,149.9,-2.823,59.215
9313,Application Submitted,39.6,,6.6,6,180.0,-2.846,51.566
9317,Application Submitted,208.0,,,29,230.0,-3.76,55.384
9417,Awaiting Construction,66.6,,6.6,10,200.0,-5.011,57.12
9459,Awaiting Construction,10.2,,,3,250.0,-4.147,55.599
9468,Awaiting Construction,92.4,,6.6,14,200.0,-3.29,51.594
9499,Awaiting Construction,1.3,,,1,135.0,-4.809,50.366
9595,Awaiting Construction,0.25,,,1,,-7.363,54.185
9599,Awaiting Construction,0.15,,0.15,1,40.0,-6.502,54.766
9640,Awaiting Construction,43.2,,4.8,9,149.9,-4.427,58.063
9658,Revised,1.0,,,1,76.0,-2.256,57.333
9662,Application Submitted,49.5,,,11,149.9,-5.862,56.46
9663,Revised,1.5,,,1,100.0,-3.736,51.537
9669,Awaiting Construction,4.2,,4.2,1,124.75,-4.472,55.74
9675,Awaiting Construction,0.25,,,1,46.0,-6.257,54.998
9676,Application Submitted,,,,1,57.8,-6.775,54.348
9685,Awaiting Construction,2.0,,,2,99.5,-1.524,52.682
9705,Application Submitted,52.8,,,11,149.9,-3.556,58.589
9713,Awaiting Construction,0.25,,,1,46.0,-7.363,54.185
9725,Awaiting Construction,4.1,,4.1,1,135.0,-4.836,50.342
9727,Revised,12.6,,,3,149.9,-3.828,55.85
9757,Awaiting Construction,30.0,,4.2,7,180.0,-3.488,51.648
9864,Application Submitted,9.2,,,,,-3.044,56.562
9930,Awaiting Construction,54.0,,6.0,9,200.0,-4.513,55.336
9953,Application Submitted,75.0,,5.4,14,180.0,-2.968,55.733
9961,Application Submitted,54.6,,4.2,13,149.9,-3.041,51.665
9980,Application Submitted,59.4,,6.6,9,200.0,-3.459,52.951
10034,Awaiting Construction,28.0,,5.6,5,180.0,-3.208,51.754
10075,Application Submitted,105.6,,6.6,16,200.0,-2.944,57.525
10241,No Application Required,,,,1,,-3.658,50.226
10264,Awaiting Construction,36.0,,3.6,10,180.0,-4.342,55.372
10267,Awaiting Construction,37.8,,,9,150.0,-3.475,57.447
10304,Under Construction,14.4,,4.8,3,150.0,-4.988,51.712
10343,Awaiting Construction,,,,6,,-1.894,54.161
10468,Awaiting Construction,60.0,,5.0,12,180.0,-4.467,55.348
10537,Awaiting Construction,99.4,,6.6,15,230.0,-5.029,54.986
10539,Awaiting Construction,49.6,,6.2,8,200.0,-4.201,55.311
10585,Application Submitted,41.0,,6.83,6,180.0,-3.714,55.793
10591,Awaiting Construction,0.15,,0.15,1,41.6,-6.653,54.583
10656,Application Submitted,21.0,,4.2,5,149.9,-3.263,58.595
10660,Awaiting Construction,0.5,,0.5,1,77.0,-3.593,56.115
10708,Application Submitted,92.4,,8.4,11,200.0,-4.396,55.323
10713,Application Submitted,57.6,,7.2,8,200.0,-4.662,57.139
10715,Application Submitted,78.0,,6.0,13,230.0,-2.582,55.37
10734,Application Submitted,20.0,,6.66,3,180.0,-4.144,55.642
10774,Application Submitted,59.4,,6.6,,200.0,-4.482,57.125
10775,Application Submitted,55.2,,6.9,8,185.0,-3.375,57.559
10783,Awaiting Construction,0.22,,0.22,1,30.0,-5.137,51.931
10846,Application Submitted,9.6,,4.8,2,149.9,-3.36,58.542
10865,Awaiting Construction,108.0,,7.2,15,220.0,-2.563,55.816
10880,Awaiting Construction,4.2,,4.2,1,149.38,-0.244,53.952
10883,Application Submitted,26.4,,6.6,4,180.0,-3.271,59.121
10900,Awaiting Construction,1.0,,1.0,1,77.0,-3.462,56.384
10987,Application Submitted,,,,25,230.0,-3.001,55.151
10998,Awaiting Construction,31.5,,4.5,7,149.9,-3.888,57.385
10999,Application Submitted,126.0,,6.0,21,230.0,-3.068,55.117
11000,Application Submitted,310.2,,6.6,47,200.0,-6.411,57.354
11031,Revised,4.0,,2.0,2,100.0,-3.812,55.924
11032,Awaiting Construction,6.0,,3.0,2,150.0,-3.812,55.924
11065,Application Submitted,79.2,,6.6,12,200.0,-3.127,55.186
11082,Revised,14.4,,4.8,3,150.0,-4.739,55.633
11110,Application Submitted,70.0,,7.0,10,250.0,-4.453,55.924
11112,Awaiting Construction,56.0,,5.6,10,180.0,-3.986,55.326
11154,Application Submitted,21.0,,4.2,5,149.5,-6.398,57.354
11259,Operational,1.0,2017-03-01,0.5,2,77.0,-2.387,51.602
11270,Awaiting Construction,16.8,,4.2,4,150.0,-2.356,55.894
11298,Awaiting Construction,35.0,,5.8,6,200.0,-3.713,51.659
11336,Awaiting Construction,0.5,,0.5,1,68.0,-4.383,57.247
11350,Awaiting Construction,3.0,,1.0,3,99.5,-0.522,53.735
11357,Application Submitted,58.8,,4.5,13,149.9,-5.711,57.541
11376,Awaiting Construction,12.6,,4.2,3,149.9,-4.492,58.218
11427,Awaiting Construction,1.5,,,1,100.0,-3.736,51.537
11440,Application Submitted,7.6,,3.8,2,149.9,-4.059,55.68
11479,Application Submitted,47.6,,6.8,7,220.0,-3.304,58.471
11481,Awaiting Construction,34.0,,4.8,7,149.9,-3.945,56.098
11506,Awaiting Construction,0.25,,,1,61.0,-6.385,54.72
11608,Application Submitted,72.6,,6.6,11,200.0,-3.13,57.446
11652,Application Submitted,33.0,,6.6,5,200.0,-4.041,55.653
11667,Application Submitted,100.0,,4.5,22,200.0,-5.269,56.208
11669,Application Submitted,57.6,,4.8,12,149.9,-3.919,58.554
11670,Awaiting Construction,66.0,,6.6,10,250.0,-4.131,55.61
11706,Under Construction,1.0,,1.0,1,76.5,-2.558,56.648
11718,Application Submitted,58.8,,4.2,14,180.0,-6.027,54.968
11734,Awaiting Construction,0.25,,0.25,1,64.2,-0.519,54.152
11811,Application Submitted,36.0,,6.0,6,180.0,-4.002,55.347
11843,Application Submitted,33.6,,4.8,7,149.9,-5.25,56.42
11854,Application Submitted,,,,12,230.0,-3.207,57.527
11863,Application Submitted,36.0,,6.0,6,200.0,-2.465,55.798
11872,Awaiting Construction,165.0,,6.6,25,200.0,-6.547,58.042
