Ref ID,Development Status (short),Installed Capacity (MWelec),Operational,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),lon,lat
2555,Operational,1.5,2000-07-22,1.47,1,,1.654,52.71
2556,Operational,1.5,1999-08-16,1.47,1,,0.683,52.657
2559,Operational,10.2,1998-04-18,0.54,19,,-3.971,52.466
2563,Operational,58.5,2005-01-25,1.5,39,,-3.751,52.405
2564,Operational,16.8,1996-10-01,0.6,28,,-3.608,52.549
2565,Operational,16.8,1996-10-01,0.6,28,,-3.579,52.542
2566,Operational,3.4,2002-02-01,0.56,6,,-3.672,52.658
2567,Operational,5.6,1996-05-01,0.4,14,,-4.346,53.375
2568,Operational,2.6,2002-12-15,0.85,3,,-3.588,52.996
2574,Operational,3.0,1999-04-24,0.5,6,,-3.039,53.465
2576,Operational,15.3,2002-02-23,0.85,18,,-3.674,52.64
2582,Operational,20.4,1997-10-01,2.25,9,,-4.466,53.354
2586,Operational,2.6,2001-12-30,0.9,3,,-1.823,54.764
2587,Operational,1.8,2000-05-22,0.6,3,,-1.989,55.087
2591,Operational,3.0,1997-04-01,0.75,4,,-1.427,54.827
2609,Revised,9.0,,1.0,9,,-2.168,53.702
2613,Operational,2.3,2000-02-01,0.4,6,,-3.072,54.871
2617,Operational,2.5,1997-01-01,0.5,5,,-3.147,54.205
2618,Operational,10.4,2007-08-07,1.3,8,,-3.275,54.723
2624,Operational,4.2,1996-08-01,0.6,7,,-3.543,54.674
2625,Operational,5.4,1996-09-01,0.6,9,,-3.556,54.66
2626,Operational,2.4,1998-07-01,0.6,4,,-3.325,54.204
2630,Operational,3.9,2002-07-30,1.3,3,,-4.441,51.997
2636,Operational,3.6,2001-02-01,0.7,5,,-4.53,51.757
2649,Revised,7.8,,,,,-4.603,50.636
2650,Revised,7.4,,,5,,-4.61,50.685
2653,Operational,2.6,2003-01-30,1.3,2,,-3.725,53.136
2659,Operational,9.0,2002-01-31,1.3,7,,0.099,53.669
2668,Revised,9.2,,3.07,3,,-3.18,52.21
2671,Revised,47.5,,2.0,19,,-4.417,55.332
2672,Operational,2.4,2013-02-18,0.8,3,,-2.288,55.867
2673,Operational,20.0,2011-09-01,2.5,8,,-3.979,57.992
2674,Operational,26.0,2011-04-14,2.0,13,,-3.66,51.736
2680,Operational,6.9,2013-02-15,2.3,3,,-1.692,53.537
2682,Revised,6.0,,2.0,3,,-2.184,52.072
2683,Operational,2.0,2011-08-12,2.0,1,,0.15,51.529
2686,Revised,19.5,,1.3,15,,-4.857,55.146
2687,Operational,1.5,2011-12-07,0.75,2,,-3.447,56.056
2690,Revised,14.0,,2.0,7,,-0.679,53.599
2691,Operational,2.3,2010-01-04,2.3,1,,-2.652,57.661
2693,Revised,8.0,,2.0,4,,-2.855,57.386
2694,Operational,1.5,2010-03-01,1.5,1,,1.004,51.863
2695,Operational,2.0,2016-04-15,2.0,1,,-1.084,53.677
2697,Operational,4.3,2010-09-20,0.9,5,,-3.073,59.096
2702,Revised,6.9,,2.3,3,,-2.245,57.354
2704,Operational,1.5,2011-10-31,1.5,1,,-3.444,56.054
2706,Revised,10.0,,2.0,5,121.0,-3.323,54.246
2708,Operational,2.3,2009-12-01,1.3,1,,-2.581,57.626
2710,Revised,20.7,,2.3,9,,-7.45,54.587
2711,Operational,13.2,2000-11-01,0.66,20,,-4.126,55.363
2713,Operational,4.8,1993-01-01,0.4,12,,-3.136,54.257
2715,Operational,4.6,2006-11-01,0.76,6,,0.238,53.321
2721,Revised,2.3,,2.3,1,,-6.29,55.045
2723,Operational,15.0,2011-04-01,2.5,6,,-4.884,57.155
2724,Operational,2.6,2010-07-10,0.85,3,,-2.814,57.315
2729,Revised,8.0,,2.0,4,,-1.671,52.685
2741,Operational,6.0,2012-12-18,2.0,3,,-1.911,57.572
2742,Operational,2.0,2010-07-01,2.0,1,,-3.123,58.827
2747,Operational,1.2,2004-05-01,0.3,4,,-1.914,53.962
2748,Revised,9.0,,3.0,3,,1.54,52.44
2749,Revised,9.0,,3.0,3,,1.511,52.449
2750,Revised,9.0,,3.0,3,,1.55,52.445
2757,Operational,109.0,2013-01-15,3.0,36,,-4.318,55.639
2758,Operational,1.7,2010-07-09,0.85,2,,-2.241,57.472
2762,Revised,10.0,,2.0,5,,-2.959,51.19
2767,Awaiting Construction,80.0,,3.8,21,149.9,-4.781,55.082
2776,Operational,9.0,1993-10-01,0.45,20,,-3.465,51.569
2780,Operational,4.6,2015-12-01,2.0,2,,-3.318,56.091
2782,Operational,2.3,2009-06-04,2.3,1,,-2.261,57.392
2784,Revised,16.1,,2.3,7,,-0.826,53.79
2788,Revised,6.9,,2.3,3,,-2.811,57.161
2791,Revised,7.5,,2.5,3,,-0.127,53.674
2796,Operational,7.5,2012-01-01,2.5,3,,-4.349,58.003
2802,Revised,3.2,,0.8,4,,-3.428,58.287
2804,Operational,2.3,2011-07-12,2.3,1,,-3.104,51.507
2821,Revised,2.0,,2.0,1,,-0.005,52.521
2822,Operational,2.3,2012-01-18,2.3,1,,-2.646,57.66
2827,Revised,10.0,,2.0,5,,-2.951,56.564
2830,Operational,2.3,2011-05-30,2.3,1,,-6.02,54.688
2839,Operational,5.2,2012-01-20,1.3,4,,-2.291,56.933
2859,Awaiting Construction,49.9,,,11,149.9,-6.415,57.395
2860,Under Construction,20.7,,2.3,9,93.0,-3.924,56.296
2866,Operational,4.7,2013-01-24,2.35,2,,-6.233,54.88
2867,Operational,7.7,2013-03-07,2.5,3,,-2.272,56.894
2873,Operational,13.8,2019-01-01,2.3,6,100.0,-3.594,52.42
2875,Operational,2.0,2012-09-01,2.0,1,,0.121,52.571
2877,Revised,6.9,,2.3,3,,-2.811,57.161
2888,Operational,10.0,2017-09-01,3.0,4,,-6.869,54.899
2902,Operational,26.0,2010-10-26,2.0,13,,-3.773,56.209
2903,Revised,80.0,,2.0,40,,-4.443,55.756
2908,Application Submitted,100.0,,5.88,17,180.0,-3.578,55.338
2915,Revised,5.0,,1.0,5,,-2.517,55.645
2921,Operational,1.3,1992-06-01,0.3,4,,-1.914,53.962
2922,Operational,4.6,2009-06-01,1.3,2,,-2.581,57.626
2923,Operational,5.0,2010-10-04,1.67,3,,-2.043,57.622
2927,Operational,5.1,2008-08-01,0.85,6,,-7.334,54.807
2928,Operational,16.0,2009-07-01,2.0,8,,-0.667,53.628
2931,Revised,6.0,,,3,,-3.177,56.955
2932,Operational,3.0,2008-10-01,3.0,1,,-1.007,53.682
2935,Operational,4.0,2006-10-01,2.0,2,,-3.54,54.671
2938,Operational,15.0,2010-11-04,3.0,5,,-1.152,53.118
2940,Operational,20.0,2010-03-31,2.5,8,,-4.05,56.054
2942,Operational,1.3,2007-11-01,1.3,1,,-0.236,53.744
2943,Operational,1.3,2008-02-01,1.0,2,,-0.938,53.757
2944,Operational,4.0,2005-11-01,0.66,6,,-1.481,54.914
2945,Revised,20.7,,2.0,9,,-0.603,52.234
2947,Revised,57.0,,3.0,19,,-3.952,51.757
2949,Revised,6.0,,,2,,-1.625,55.102
2950,Operational,8.4,2009-11-01,1.3,6,,-4.534,51.759
2952,Operational,6.0,2007-05-01,2.0,3,,0.031,52.513
2953,Operational,4.0,2007-05-01,2.0,2,,0.037,52.511
2955,Operational,24.0,2009-05-01,2.0,12,,-1.815,54.764
2956,Operational,5.5,1994-12-01,0.5,11,,-4.591,51.911
2960,Revised,20.0,,2.0,10,,-6.209,54.932
2965,Operational,1.6,2008-06-23,0.8,2,,-2.009,57.588
2968,Operational,14.0,2010-09-25,2.0,7,,-0.687,52.133
2983,Operational,8.0,2009-02-16,2.0,4,,-1.761,54.75
2986,Operational,6.0,2009-05-01,0.85,7,,-3.497,54.642
2988,Operational,4.1,2011-06-01,2.05,2,,1.703,52.415
2990,Revised,11.7,,1.3,9,,-6.215,54.942
2991,Operational,4.6,2009-07-01,2.3,2,,-4.248,57.788
2997,Revised,18.0,,3.0,6,,-4.775,55.731
2999,Operational,2.4,2009-07-15,0.8,3,,-2.325,57.427
3002,Operational,9.2,2011-09-14,2.5,4,,-3.348,54.853
3015,Operational,9.9,1994-06-01,0.45,22,,-3.566,52.367
3019,Operational,9.2,2011-02-01,2.3,4,,-4.705,50.638
3021,Operational,9.0,2008-09-03,3.0,3,,-0.172,52.558
3028,Operational,2.6,2009-01-20,1.3,2,,-1.378,53.388
3034,Operational,5.0,2009-12-17,2.5,2,,-2.963,51.567
3035,Revised,10.0,,10.0,4,,1.678,52.687
3044,Revised,30.0,,2.5,12,,-3.76,53.201
3048,Revised,9.5,,3.16,3,,-3.514,54.687
3050,Operational,4.0,2011-03-10,2.0,2,,-1.431,54.788
3055,Revised,8.0,,2.0,4,,-2.31,51.066
3057,Operational,31.0,1993-01-01,0.3,103,,-3.431,52.442
3061,Operational,12.0,2010-11-01,2.0,6,,-5.2,50.05
3068,Operational,4.0,2011-01-20,2.0,2,,-1.622,55.103
3069,Revised,12.5,,2.5,5,,-2.174,53.971
3075,Operational,3.2,2009-12-20,0.9,4,,-2.19,57.421
3077,Operational,10.0,2008-10-30,2.0,5,,-5.187,50.18
3078,Operational,2.0,2010-11-01,2.0,1,,-2.786,53.888
3079,Operational,9.6,1993-02-01,0.4,24,,-2.15,53.75
3087,Revised,3.9,,1.3,3,,-3.19,54.789
3090,Operational,1.8,2001-11-01,0.9,2,,-4.279,55.692
3092,Operational,2.6,2006-12-01,1.3,2,,-1.338,54.84
3093,Operational,4.7,2001-02-15,2.3,2,,-4.284,55.691
3095,Revised,27.0,,1.5,18,,-3.892,55.533
3096,Operational,59.8,2009-06-01,2.3,26,,0.823,50.964
3097,Operational,5.0,1995-10-01,0.5,10,,-7.44,54.704
3099,Revised,62.0,,,31,,-2.923,57.627
3101,Operational,2.0,2005-01-01,2.0,1,,0.089,52.573
3102,Revised,18.0,,,,,-1.883,52.84
3103,Operational,5.0,1994-12-01,0.5,10,,-6.287,55.044
3104,Revised,129.0,,,40,,-2.858,57.371
3105,Operational,2.3,2004-12-01,2.3,1,,1.761,52.48
3106,Operational,5.0,1995-04-01,0.5,10,,-6.119,54.739
3107,Revised,9.0,,3.0,3,,-1.382,50.652
3108,Operational,48.3,2004-06-01,2.0,24,,-3.085,58.443
3109,Operational,120.0,2006-05-08,2.3,52,,-4.732,55.257
3110,Operational,2.7,2004-07-02,1.35,2,,-1.415,54.762
3112,Operational,5.0,1994-11-01,0.5,10,,-6.82,55.022
3113,Operational,9.0,2007-02-01,1.5,6,,-7.605,54.641
3114,Operational,62.5,2004-06-30,2.5,25,,-2.508,55.883
3116,Operational,124.0,2004-05-31,2.3,54,,-3.763,55.762
3117,Operational,24.0,2003-12-19,2.0,12,,-4.806,55.644
3118,Operational,5.0,1997-01-01,0.5,10,,-7.339,54.81
3119,Operational,72.0,2006-09-01,2.0,36,,-4.059,56.27
3120,Operational,1.5,2000-04-01,1.5,1,,-3.144,59.113
3122,Operational,5.0,1995-12-01,0.5,10,,-7.628,54.19
3126,Operational,13.0,2005-08-01,0.85,15,,-3.443,58.3
3128,Operational,26.7,2008-07-28,2.0,13,,-0.218,52.938
3129,Operational,18.0,2007-10-01,2.0,9,,0.123,52.57
3130,Operational,19.5,2005-02-01,1.5,13,,-7.696,54.547
3132,Operational,16.0,2005-12-01,2.0,8,,-0.109,52.519
3133,Operational,12.0,2008-07-15,2.0,6,,0.107,52.836
3135,Operational,23.0,2007-09-01,2.3,10,,-6.458,57.43
3138,Revised,30.0,,,20,,0.266,53.183
3140,Revised,1.3,,,1,,-1.536,51.507
3147,Operational,16.0,2008-04-22,2.0,8,,-1.65,53.999
3149,Operational,28.0,2012-05-02,2.0,14,,-4.806,55.756
3155,Operational,1.8,2008-09-30,1.8,1,,-0.106,52.447
3157,Operational,9.6,2004-11-01,0.6,8,,0.238,53.321
3158,Operational,5.9,2004-06-17,2.96,2,,0.151,51.519
3159,Operational,1.8,2003-07-15,1.79,1,,0.701,52.658
3160,Revised,4.0,,2.0,2,,0.892,52.629
3161,Operational,2.0,2008-06-16,2.0,1,,-2.583,51.254
3164,Revised,1.2,,0.6,2,,-1.375,50.656
3168,Operational,9.0,2008-04-24,1.3,6,,-7.427,54.705
3171,Operational,16.0,2006-06-01,2.0,8,,-2.654,54.07
3172,Operational,11.7,2008-10-01,1.3,8,,-3.725,53.136
3177,Operational,65.0,2008-06-01,2.5,26,,-2.268,53.669
3179,Operational,1.2,2003-11-05,1.2,1,,-2.318,52.129
3186,Operational,2.6,2008-01-01,1.3,2,,0.241,53.143
3188,Revised,16.0,,2.0,8,,-0.683,53.467
3190,Operational,17.5,2010-09-07,2.5,7,,-2.211,56.964
3191,Operational,15.0,2009-01-01,3.0,5,,-6.565,55.002
3194,Operational,6.0,2007-08-20,2.0,3,,-2.706,51.514
3200,Operational,12.3,2007-01-01,1.75,7,,-2.692,57.451
3201,Operational,37.5,2007-02-01,2.5,14,,-4.096,56.071
3202,Operational,47.5,2008-06-14,2.5,19,,-4.059,58.04
3204,Revised,49.9,,4.15,12,149.9,-3.871,58.537
3205,Operational,38.0,2010-10-11,2.0,19,,-4.5,58.002
3207,Operational,3.9,2008-02-01,1.3,3,,-3.25,58.449
3210,Operational,2.0,2005-10-01,2.0,1,,-0.986,51.419
3211,Revised,12.5,,2.5,5,,-3.847,51.778
3214,Operational,6.0,2010-11-02,2.0,3,,-3.018,55.765
3218,Operational,20.5,2011-04-01,2.05,10,,-1.397,54.664
3220,Operational,26.0,2008-10-01,1.3,20,,-3.92,55.567
3223,Operational,5.2,2008-07-10,1.3,4,,-1.435,54.722
3229,Operational,9.4,2004-02-01,0.85,11,,-4.029,52.307
3232,Operational,14.0,2010-01-20,2.0,7,,-3.611,55.816
3233,Operational,1.7,2007-12-01,0.85,2,,-5.132,50.177
3236,Operational,4.0,2007-11-01,2.0,2,,-3.903,55.912
3241,Operational,25.0,2009-01-27,2.5,10,,-6.286,55.019
3242,Operational,8.8,2007-11-01,1.75,5,,-6.081,54.804
3243,Operational,15.0,2011-08-01,2.5,6,,-7.317,54.929
3244,Operational,11.7,2007-09-01,1.3,9,,-7.0,54.97
3245,Operational,30.0,2009-03-10,2.5,12,,-7.106,54.509
3246,Revised,20.0,,,10,,-4.273,52.147
3247,Operational,4.5,2011-01-01,1.3,3,,-1.236,53.314
3248,Operational,8.0,2008-08-13,2.0,4,,-1.676,54.824
3251,Operational,20.0,2007-07-01,2.5,8,,-7.089,54.686
3253,Operational,20.0,2010-09-22,2.5,8,,-7.342,54.439
3255,Revised,2.4,,0.8,3,,-1.53,55.203
3258,Operational,120.0,2011-06-14,2.0,60,,-4.797,55.069
3260,Operational,56.0,2011-06-01,2.3,24,,-4.746,55.128
3263,Operational,19.5,2011-03-21,2.5,8,,-7.333,54.462
3264,Operational,6.5,2008-01-01,1.3,5,,-1.666,51.616
3270,Revised,54.0,,,,,0.266,53.183
3272,Operational,1.0,2006-08-01,1.0,1,,-5.061,51.726
3277,Operational,15.6,2009-03-01,1.3,12,,-3.579,52.542
3280,Revised,27.0,,,9,,-2.033,55.636
3285,Operational,6.2,2009-05-20,2.05,3,,-3.202,58.439
3289,Revised,30.2,,3.0,10,,-4.238,51.978
3290,Operational,5.2,2008-06-25,1.3,4,,-1.758,54.764
3292,Operational,29.7,2001-12-23,0.66,45,,-5.587,55.573
3293,Revised,12.0,,,16,,-3.749,58.103
3294,Operational,15.0,2001-10-01,0.57,26,,-5.568,55.58
3295,Operational,7.8,1999-06-25,0.55,14,,-5.298,56.382
3296,Operational,9.0,1997-09-01,0.5,18,,-4.427,57.705
3297,Operational,17.0,1997-09-01,,34,,-4.427,57.71
3298,Operational,19.3,2010-08-04,0.9,23,,-5.219,56.219
3299,Operational,31.2,2002-09-15,1.3,24,80.0,-3.068,55.705
3301,Operational,7.8,1995-11-01,0.6,13,,-3.92,55.555
3306,Operational,3.9,2006-12-01,1.3,3,,-6.438,58.177
3307,Operational,5.0,2006-12-01,2.5,2,,-3.149,59.118
3308,Operational,2.3,2000-04-01,1.15,2,,-3.14,59.109
3309,Operational,4.9,2003-02-08,1.3,4,,-3.688,58.602
3310,Operational,3.7,2000-12-16,0.75,5,,-1.236,60.165
3311,Operational,26.0,2005-07-22,1.3,20,,-2.636,57.425
3313,Operational,3.2,2009-06-01,0.8,4,,-5.013,51.72
3317,Under Construction,57.0,,4.0,14,136.0,-3.488,55.478
3318,Revised,12.5,,2.5,5,,-2.296,50.762
3320,Revised,7.2,,0.9,8,,-2.759,57.383
3321,Operational,1.0,2014-10-20,0.5,2,,-2.869,58.913
3325,Awaiting Construction,9.0,,3.0,3,,-6.3,54.633
3328,Under Construction,126.0,,6.0,21,200.0,-3.887,55.599
3334,Revised,1.5,,0.25,6,,-0.597,53.835
3335,Revised,10.0,,2.0,5,,-0.61,53.845
3349,Revised,2.4,,0.8,3,,-2.419,53.678
3354,Operational,3.6,2015-03-15,1.8,2,,1.092,52.695
3359,Operational,1.6,2017-06-15,0.8,2,,-3.007,54.869
3361,Operational,1.0,2014-10-22,0.5,2,,-2.738,53.511
3368,Operational,1.5,2016-12-15,0.5,3,,-4.335,50.744
3370,Operational,1.5,2014-12-15,0.5,3,,-2.747,56.259
3371,Under Construction,49.9,,3.0,12,130.0,-4.242,57.257
3378,Operational,1.6,2014-09-03,0.8,2,,-4.684,51.772
3380,Operational,5.0,2013-06-04,2.5,2,,-4.195,58.536
3382,Operational,2.3,2016-09-15,2.5,1,,-1.628,53.091
3387,Under Construction,49.9,,2.0,19,,-5.611,55.546
3390,Operational,6.5,2001-09-22,1.3,5,,-2.635,54.336
3391,Operational,4.6,1999-07-13,0.66,7,,-3.181,54.184
3392,Operational,9.8,2001-08-31,0.6,16,,-4.956,50.47
3396,Operational,9.2,2018-01-23,2.3,4,,-3.279,56.637
3398,Operational,4.6,2014-07-01,2.3,2,,-2.401,56.923
3400,Revised,2.4,,0.8,3,,-4.488,50.912
3403,Operational,2.3,2011-06-01,2.3,1,,-2.341,57.411
3404,Operational,4.6,2011-05-25,2.3,2,,-2.308,57.429
3405,Operational,2.3,2010-11-01,2.3,1,,-2.424,57.594
3408,Operational,2.3,2009-11-01,2.5,1,,-3.149,59.118
3410,Revised,6.9,,2.3,3,,-2.816,57.159
3415,Operational,12.0,2015-01-22,3.0,4,,-3.862,56.032
3417,Awaiting Construction,81.0,,6.2,13,200.0,-4.166,55.217
3424,Revised,1.4,,0.68,2,,-2.206,57.651
3425,Revised,1.0,,1.0,1,,-3.346,58.31
3427,Revised,4.0,,0.8,5,,-2.951,56.569
3429,Operational,1.0,2018-05-15,0.5,2,,-2.251,55.904
3430,Revised,57.8,,3.4,17,,-3.653,55.793
3432,Operational,5.9,1993-12-01,0.45,13,,-1.67,53.532
3433,Operational,2.3,2015-10-15,2.3,1,,-3.137,58.572
3435,Operational,47.0,2021-01-01,4.3,11,150.0,-3.959,58.088
3437,Operational,1.0,2016-09-23,0.5,2,77.0,0.278,51.522
3440,Operational,138.0,2010-10-25,2.3,60,,-2.529,55.899
3445,Revised,2.4,,0.8,3,,-3.885,55.551
3448,Operational,15.0,2008-12-01,1.67,9,,-4.943,56.288
3449,Operational,16.0,2008-04-17,0.8,20,,0.069,53.423
3450,Operational,2.6,2011-05-06,0.85,3,,-4.119,50.972
3453,Operational,6.0,2009-07-01,2.0,3,,-3.982,55.696
3454,Revised,25.0,,2.5,10,,-1.511,54.619
3457,Operational,27.6,2010-10-12,2.3,12,,-2.877,55.769
3458,Operational,2.4,2011-04-01,0.8,3,,-4.488,50.912
3466,Operational,2.4,2001-12-30,0.8,3,,-1.758,54.764
3467,Operational,12.8,2002-12-26,0.85,15,,-5.667,55.495
3474,Revised,49.9,,2.0,25,,-4.395,55.643
3475,Revised,49.9,,2.5,20,,-2.684,54.073
3479,Operational,14.0,2005-08-01,1.75,8,,0.115,52.603
3480,Operational,14.0,2012-05-02,2.0,7,,0.141,52.593
3482,Revised,14.0,,2.0,7,,-2.107,53.67
3483,Revised,15.0,,3.0,5,,-2.159,53.701
3485,Revised,17.5,,2.5,7,,-5.04,50.321
3487,Operational,27.0,2008-09-29,1.5,18,,-3.666,56.249
3488,Revised,31.5,,1.75,18,,-3.666,56.249
3489,Operational,322.0,2007-12-14,2.3,140,,-4.279,55.681
3491,Operational,4.0,1999-12-21,0.66,6,,-3.077,54.871
3492,Operational,8.8,2004-12-01,0.8,11,,-3.504,54.629
3493,Revised,5.9,,,10,,-3.525,54.579
3494,Operational,2.8,2004-06-01,1.37,2,,-1.678,54.847
3495,Operational,5.5,2003-12-01,1.83,3,,-1.3,54.694
3496,Operational,1.3,2004-07-01,1.3,1,,-1.415,54.762
3497,Revised,47.5,,2.5,19,,-4.8,57.626
3502,Under Construction,70.0,,4.6,15,14.99,-4.235,55.356
3503,Operational,67.1,2025-11-01,4.5,15,149.9,-4.312,55.267
3504,Operational,8.2,2010-03-01,2.0,4,,-1.427,54.827
3507,Operational,10.0,2010-12-12,2.0,5,,-1.41,54.766
